Id,group,name,Counter,radius
29025,3,пошли пить,1,0.0
29026,3,пошли пить кофе,1,0.0
29027,3,пошли пить кофе в wp,1,0.0
29028,3,пошли сюда,1,0.0
29029,3,пощады не следует,1,0.0
29030,3,прав,1,0.0
29031,3,прелесть,1,0.0
29032,3,права,1,0.0
29033,3,предательство,1,0.0
29034,3,прекрасен 1,1,0.0
29035,3,понравился микрофончик,1,0.0
29036,3,прекрасен 1 1,1,0.0
29037,3,прекрасна,1,0.0
29038,3,прекрасная,1,0.0
29039,3,прекрасно,1,0.0
29040,3,потому потому,1,0.0
29041,3,похудела за это,1,0.0
29042,3,микрофон микрофон,1,0.0
29043,3,поцелуй,1,0.0
29044,3,мне жаль,1,0.0
29045,3,мне это говоришь,1,0.0
29046,3,много,1,0.0
29047,3,много девушек,1,0.0
29048,3,много слов,1,0.0
29049,3,мной явилась,1,0.0
29050,3,могу,1,0.0
29051,3,могу говорить,1,0.0
29052,3,модель,1,0.0
29053,3,модный диван,1,0.0
29054,3,модус,1,0.0
29055,3,мое видео,1,0.0
29056,3,мне жарко,1,0.0
29057,3,ммск,1,0.0
29058,3,мое дежурный адъютант с,1,0.0
29059,3,микрофончик,1,0.0
29060,3,месяца не было нягани,1,0.0
29061,3,мечтой,1,0.0
29062,3,миасс,1,0.0
29063,3,мне что-нибудь,1,0.0
29064,3,мне столько не выпью,1,0.0
29065,3,мне свою историю,1,0.0
29066,3,новые,1,0.0
29067,3,почему вы соглашаетесь,1,0.0
29068,3,почему выхода,1,0.0
29069,3,почему мне,1,0.0
29070,3,почему не,1,0.0
29071,3,почему пожарные,1,0.0
29072,3,почта,1,0.0
29073,3,нож,1,0.0
29074,3,новый день,1,0.0
29075,3,мне что не верю,1,0.0
29076,3,мне свою,1,0.0
29077,3,мне кажется здесь нет,1,0.0
29078,3,мне кажется здесь чего-то не хватает,1,0.0
29079,3,мне не,1,0.0
29080,3,мне нравится,1,0.0
29081,3,мне нравится твое,1,0.0
29082,3,мне о google,1,0.0
29083,3,мне очень,1,0.0
29084,3,мне погоду,1,0.0
29085,3,понравился,1,0.0
29086,3,понравилось,1,0.0
29087,3,понимаю,1,0.0
29088,3,пока не понимаю что происходит на данный момент,1,0.0
29089,3,прожектор на завтра,1,0.0
29090,3,прозак,1,0.0
29091,3,прозак тормози,1,0.0
29092,3,произведение,1,0.0
29093,3,прости меня,1,0.0
29094,3,просто говорить слова нужно brother,1,0.0
29095,3,просто общаешься она трансформируется,1,0.0
29096,3,просто общаешься она трансформируется что ты говоришь,1,0.0
29097,3,привет вальс,1,0.0
29098,3,прибытие,1,0.0
29099,3,при этом зале,1,0.0
29100,3,полная ерунда,1,0.0
29101,3,покажи,1,0.0
29102,3,покажи как ты его делаешь,1,0.0
29103,3,покажите самая крутая шапка,1,0.0
29104,3,покажите самые,1,0.0
29105,3,покажите самые крутые,1,0.0
29106,3,покупать,1,0.0
29107,3,покупать mail,1,0.0
29108,3,прожектор,1,0.0
29109,3,проекция нашего,1,0.0
29110,3,проекция на,1,0.0
29111,3,продаю 7 со скидкой,1,0.0
29112,3,просто повторяй за мной,1,0.0
29113,3,прогулок,1,0.0
29114,3,ты задаешь чему ты говоришь что это пипец,1,0.0
29115,3,просто поставь,1,0.0
29116,3,путь на,1,0.0
29117,3,проектора суперзвезда,1,0.0
29118,3,продам,1,0.0
29119,3,продаю,1,0.0
29120,3,продаю тем со,1,0.0
29121,3,просто общаюсь,1,0.0
29122,3,продаю тем со скидкой,1,0.0
29123,3,проект 100 раз,1,0.0
29124,3,проект на свете,1,0.0
29125,3,проектор acer,1,0.0
29126,3,проектор asus super,1,0.0
29127,3,проектор asus super t2,1,0.0
29128,3,проектора,1,0.0
29129,3,проекция,1,0.0
29130,3,покупать мыло,1,0.0
29131,3,покурить,1,0.0
29132,3,поле,1,0.0
29133,3,пожарные машины,1,0.0
29134,3,поехали в гальяно,1,0.0
29135,3,поехать,1,0.0
29136,3,поехать в гаи,1,0.0
29137,3,пожаловать,1,0.0
29138,3,пожалуйста что мы любим,1,0.0
29139,3,пожарная машина,1,0.0
29140,3,пожарные,1,0.0
29141,3,пока не понимаю что происходит на данный момент я быстрее,1,0.0
29142,3,пожаром,1,0.0
29143,3,поехал с нами,1,0.0
29144,3,поженимся,1,0.0
29145,3,позже,1,0.0
29146,3,пойдем уже,1,0.0
29147,3,пока вы здесь,1,0.0
29148,3,пока метро,1,0.0
29149,3,пока микрофон,1,0.0
29150,3,пока мы в клубе,1,0.0
29151,3,пока мы в клубе чиксы,1,0.0
29152,3,поехали,1,0.0
29153,3,подними глаза в рождественское,1,0.0
29154,3,полна мыслей,1,0.0
29155,3,помни что ты прах,1,0.0
29156,3,полные,1,0.0
29157,3,пока ты не пак,1,0.0
29158,3,полные кефали,1,0.0
29159,3,полный,1,0.0
29160,3,полный класс,1,0.0
29161,3,получил,1,0.0
29162,3,помни что ты,1,0.0
29163,3,помни что ты прав,1,0.0
29164,3,помню,1,0.0
29165,3,подними,1,0.0
29166,3,помню чудное,1,0.0
29167,3,понимаешь в ахуе,1,0.0
29168,3,понимаешь меня,1,0.0
29169,3,пока ты не пока,1,0.0
29170,3,пока ты не,1,0.0
29171,3,при чем,1,0.0
29172,3,пожарная машина красная,1,0.0
29173,3,под саке,1,0.0
29174,3,мигает,1,0.0
29175,3,микрофон смерти,1,0.0
29176,3,мама тоже хотела жить,1,0.0
29177,3,ля-ля-ля,1,0.0
29178,3,ло ло ло ло,1,0.0
29179,3,ложки,1,0.0
29180,3,лолита для себя,1,0.0
29181,3,лошадь,1,0.0
29182,3,лукоморье,1,0.0
29183,3,лунапарк,1,0.0
29184,3,львов,1,0.0
29185,3,лунапарк с,1,0.0
29186,3,лунапарк с блэкджеком,1,0.0
29187,3,лунапарк с блэкджеком и шлюхами,1,0.0
29188,3,луч солнца золотого,1,0.0
29189,3,луч солнца золотого тьмы,1,0.0
29190,3,луч солнца золотого тьмы скрыла пелена,1,0.0
29191,3,лучшее,1,0.0
29192,3,лучший,1,0.0
29193,3,лучший вуз,1,0.0
29194,3,лысак,1,0.0
29195,3,лысая,1,0.0
29196,3,люкс навсегда,1,0.0
29197,3,ло,1,0.0
29198,3,лишь,1,0.0
29199,3,лису на якова,1,0.0
29200,3,люблю хлеб,1,0.0
29201,3,лэт ми спик фром,1,0.0
29202,3,люблю ее,1,0.0
29203,3,люблю люблю,1,0.0
29204,3,люблю на,1,0.0
29205,3,люблю нас,1,0.0
29206,3,люблю но,1,0.0
29207,3,люблю орех,1,0.0
29208,3,люблю попастых,1,0.0
29209,3,любовь любовь,1,0.0
29210,3,лису на и кости,1,0.0
29211,3,любовь любовь любовь,1,0.0
29212,3,людишки,1,0.0
29213,3,любим друг,1,0.0
29214,3,лэт ми спик,1,0.0
29215,3,меня не любишь,1,0.0
29216,3,лукоморья дуб,1,0.0
29217,3,лис,1,0.0
29218,3,лису,1,0.0
29219,3,ля ля ля,1,0.0
29220,3,маш,1,0.0
29221,3,микрофон такие слова порядке,1,0.0
29222,3,марсиане уже,1,0.0
29223,3,меня не,1,0.0
29224,3,марсе,1,0.0
29225,3,мармелад,1,0.0
29226,3,марки,1,0.0
29227,3,марио,1,0.0
29228,3,мадрид,1,0.0
29229,3,май харт,1,0.0
29230,3,майкл плюс,1,0.0
29231,3,майкл плюс аня,1,0.0
29232,3,майкл плюс аня равно,1,0.0
29233,3,майкл плюс аня равно любовь,1,0.0
29234,3,макар,1,0.0
29235,3,мальчик,1,0.0
29236,3,мама мыла раму,1,0.0
29237,3,мама не начинай,1,0.0
29238,3,мама не начинай отпусти,1,0.0
29239,3,мама не начинай отпусти меня марки,1,0.0
29240,3,мама тоже хотел,1,0.0
29241,3,мама тоже хотела,1,0.0
29242,3,меня марки,1,0.0
29243,3,меня зовут ира,1,0.0
29244,3,меня дурно,1,0.0
29245,3,матрасы,1,0.0
29246,3,марсиане уже блин,1,0.0
29247,3,марсиане уже были,1,0.0
29248,3,марьян,1,0.0
29249,3,масло,1,0.0
29250,3,мастер караоке,1,0.0
29251,3,мастер коротких,1,0.0
29252,3,мастер прогулок,1,0.0
29253,3,масяня,1,0.0
29254,3,мать твою,1,0.0
29255,3,меня да,1,0.0
29256,3,маша маша маша маша,1,0.0
29257,3,магазин shop,1,0.0
29258,3,машина,1,0.0
29259,3,машины,1,0.0
29260,3,мая,1,0.0
29261,3,мгновенье,1,0.0
29262,3,мгновенье передо,1,0.0
29263,3,мебель,1,0.0
29264,3,люблю грозу,1,0.0
29265,3,любишь,1,0.0
29266,3,любитель,1,0.0
29267,3,любители,1,0.0
29268,3,морозов,1,0.0
29269,3,москва по ком,1,0.0
29270,3,москва спаленная,1,0.0
29271,3,моя работа,1,0.0
29272,3,мск,1,0.0
29273,3,мудачок,1,0.0
29274,3,мужике и девушка,1,0.0
29275,3,мужчина,1,0.0
29276,3,музыки,1,0.0
29277,3,мультик,1,0.0
29278,3,мур мур,1,0.0
29279,3,мороз любит,1,0.0
29280,3,мур-мур-мур,1,0.0
29281,3,мухи,1,0.0
29282,3,мухит,1,0.0
29283,3,мы будем,1,0.0
29284,3,мы будем жить,1,0.0
29285,3,мы все сошли,1,0.0
29286,3,мы выйдем замуж,1,0.0
29287,3,мороза,1,0.0
29288,3,муму,1,0.0
29289,3,новости про алешу,1,0.0
29290,3,минибит,1,0.0
29291,3,микрофоном слова,1,0.0
29292,3,микрофону и слова,1,0.0
29293,3,микрофону пришли,1,0.0
29294,3,микрофону пришли посмотреть,1,0.0
29295,3,миллерово,1,0.0
29296,3,млеешь,1,0.0
29297,3,миллерово охота,1,0.0
29298,3,мимими,1,0.0
29299,3,минимум,1,0.0
29300,3,мое дежурный адъютант с принцессой у нее давят,1,0.0
29301,3,министр,1,0.0
29302,3,министра,1,0.0
29303,3,мир вокруг,1,0.0
29304,3,мир вокруг нас,1,0.0
29305,3,миссия,1,0.0
29306,3,миф,1,0.0
29307,3,миша как,1,0.0
29308,3,мое дежурный адъютант,1,0.0
29309,3,мы говорим,1,0.0
29310,3,мы дадим диплом,1,0.0
29311,3,мы дежурные,1,0.0
29312,3,меня отпустит,1,0.0
29313,3,молчит,1,0.0
29314,3,молчишь,1,0.0
29315,3,момент,1,0.0
29316,3,монастыре,1,0.0
29317,3,монастыри,1,0.0
29318,3,монастырь,1,0.0
29319,3,месяца не было,1,0.0
29320,3,место,1,0.0
29321,3,люблю больше,1,0.0
29322,3,мой прах,1,0.0
29323,3,любимый илья,1,0.0
29324,3,любимый я,1,0.0
29325,3,любимый я люблю тебя,1,0.0
29326,3,любит или,1,0.0
29327,3,любит или нет,1,0.0
29328,3,любит ли в мороз мороз,1,0.0
29329,3,любит мороженое но очень,1,0.0
29330,3,любит муж,1,0.0
29331,3,мой прах переживет,1,0.0
29332,3,мой моя,1,0.0
29333,3,мы заботимся,1,0.0
29334,3,может быть тебе надо,1,0.0
29335,3,мороз любит иисуса,1,0.0
29336,3,морожено,1,0.0
29337,3,мое дежурный адъютант сын принцессы,1,0.0
29338,3,можно говорить все что,1,0.0
29339,3,мое дежурство,1,0.0
29340,3,можем,1,0.0
29341,3,можем говорить,1,0.0
29342,3,может быть,1,0.0
29343,3,может быть тебе надо быстрее,1,0.0
29344,3,мои дежурный адъютант сын принцессы июне,1,0.0
29345,3,может остальное,1,0.0
29346,3,может пойдем,1,0.0
29347,3,можете,1,0.0
29348,3,можно все,1,0.0
29349,3,можно говорить все,1,0.0
29350,3,можно покурить,1,0.0
29351,3,море песок,1,0.0
29352,3,мозга,1,0.0
29353,3,ты задаешь чему ты говоришь что это,1,0.0
29354,3,рефераты девочек,1,0.0
29355,3,ты задаешь чему ты говоришь что-то там красота спасет мир,1,0.0
29356,3,руку,1,0.0
29357,3,раз раз только что пришли,1,0.0
29358,3,разве,1,0.0
29359,3,разве я,1,0.0
29360,3,разве я немного,1,0.0
29361,3,разговариваешь,1,0.0
29362,3,разол,1,0.0
29363,3,разговариваешь со мной,1,0.0
29364,3,разговаривай,1,0.0
29365,3,разговаривай со мной,1,0.0
29366,3,разговаривать с тобой,1,0.0
29367,3,разговариваю,1,0.0
29368,3,разговариваю с тобой,1,0.0
29369,3,разговор,1,0.0
29370,3,разденься,1,0.0
29371,3,разлила,1,0.0
29372,3,размер,1,0.0
29373,3,разногласий,1,0.0
29374,3,рефераты девочки,1,0.0
29375,3,рефераты делать,1,0.0
29376,3,раз раз раз раз раз,1,0.0
29377,3,раз два три четыре пять с детства с рифмой я люблю,1,0.0
29378,3,раз два три четыре пять звезд,1,0.0
29379,3,реку видит,1,0.0
29380,3,ребзик,1,0.0
29381,3,ребрика,1,0.0
29382,3,ребус,1,0.0
29383,3,регина зачем,1,0.0
29384,3,резонанс,1,0.0
29385,3,река,1,0.0
29386,3,реки,1,0.0
29387,3,реку,1,0.0
29388,3,республик,1,0.0
29389,3,раз,1,0.0
29390,3,реферат,1,0.0
29391,3,рак,1,0.0
29392,3,разол тела,1,0.0
29393,3,с днем и ночью кот ученый все ходит по цепи кругом,1,0.0
29394,3,развелся,1,0.0
29395,3,работает не,1,0.0
29396,3,работаешь,1,0.0
29397,3,работать,1,0.0
29398,3,рядом со мной,1,0.0
29399,3,руку в реку,1,0.0
29400,3,россии,1,0.0
29401,3,руку грека,1,0.0
29402,3,рук,1,0.0
29403,3,рубль 1028,1,0.0
29404,3,рубль 10,1,0.0
29405,3,риэлтора,1,0.0
29406,3,робот и нет,1,0.0
29407,3,робот имитация,1,0.0
29408,3,роден плюс,1,0.0
29409,3,роден плюс оля,1,0.0
29410,3,роден плюс оля равно,1,0.0
29411,3,роден плюс оля равно любовь,1,0.0
29412,3,родители,1,0.0
29413,3,родители уехали,1,0.0
29414,3,родители уехали на дачу,1,0.0
29415,3,родители уехали на дачу я гуляю,1,0.0
29416,3,родить,1,0.0
29417,3,рождения,1,0.0
29418,3,рожнов,1,0.0
29419,3,розы,1,0.0
29420,3,рома настя,1,0.0
29421,3,руки,1,0.0
29422,3,с днем и ночью кот ученый все,1,0.0
29423,3,с днем и ночью кот ученый,1,0.0
29424,3,рядом со мной красивая девушка,1,0.0
29425,3,руку грека цап,1,0.0
29426,3,рулет,1,0.0
29427,3,рутин,1,0.0
29428,3,рутина арсений,1,0.0
29429,3,рыбацкий,1,0.0
29430,3,рыбки,1,0.0
29431,3,рынке как,1,0.0
29432,3,рядом со,1,0.0
29433,3,решу его,1,0.0
29434,3,с джоном сноу,1,0.0
29435,3,с автоматом,1,0.0
29436,3,с базара,1,0.0
29437,3,с базой,1,0.0
29438,3,с блэкджеком,1,0.0
29439,3,с блэкджеком и,1,0.0
29440,3,с детства,1,0.0
29441,3,с детства с рифмой,1,0.0
29442,3,с джоном,1,0.0
29443,3,разол человек 75 лет,1,0.0
29444,3,реальные,1,0.0
29445,3,рассматривающий который,1,0.0
29446,3,рассматривающий которые,1,0.0
29447,3,сережа мы тебя ждем,1,0.0
29448,3,сережа настя,1,0.0
29449,3,сережа сережа сережа сереженька,1,0.0
29450,3,сереженька,1,0.0
29451,3,серия,1,0.0
29452,3,сеть,1,0.0
29453,3,сигарета сигарета,1,0.0
29454,3,сигарета сигарета сигарета,1,0.0
29455,3,сигарета сигарета сигарета сигарета,1,0.0
29456,3,сидорова,1,0.0
29457,3,селен,1,0.0
29458,3,сила,1,0.0
29459,3,силы,1,0.0
29460,3,сильный,1,0.0
29461,3,сильный мороз,1,0.0
29462,3,сима кошечка,1,0.0
29463,3,синий,1,0.0
29464,3,сирень,1,0.0
29465,3,сири,1,0.0
29466,3,сережа мы тебя,1,0.0
29467,3,сереж,1,0.0
29468,3,сигареты,1,0.0
29469,3,сакмаре,1,0.0
29470,3,с тобой,1,0.0
29471,3,с тобой только,1,0.0
29472,3,с этим,1,0.0
29473,3,сага,1,0.0
29474,3,самое главное это любовь,1,0.0
29475,3,сагал,1,0.0
29476,3,сак май,1,0.0
29477,3,саке,1,0.0
29478,3,сама как,1,0.0
29479,3,том,1,0.0
29480,3,самая,1,0.0
29481,3,самая крутая шапка,1,0.0
29482,3,самое,1,0.0
29483,3,самое большое,1,0.0
29484,3,самое большое и длинное предложение,1,0.0
29485,3,самое главное,1,0.0
29486,3,своего,1,0.0
29487,3,свою работу,1,0.0
29488,3,система завис,1,0.0
29489,3,система зависла система,1,0.0
29490,3,скажешь,1,0.0
29491,3,реально,1,0.0
29492,3,сегодня зима и мы стали пришли на выставку и говорю в микрофон,1,0.0
29493,3,сезон,1,0.0
29494,3,сезонов,1,0.0
29495,3,сейчас уйду,1,0.0
29496,3,секс,1,0.0
29497,3,с кем,1,0.0
29498,3,с катей,1,0.0
29499,3,с днем рождения,1,0.0
29500,3,рак за,1,0.0
29501,3,сегодня зима и мы стали,1,0.0
29502,3,рак за руку,1,0.0
29503,3,рак сунул,1,0.0
29504,3,рассвет,1,0.0
29505,3,расскажи как,1,0.0
29506,3,расскажи какие,1,0.0
29507,3,расскажи мне о будущем,1,0.0
29508,3,расскажи мне о том как похитили,1,0.0
29509,3,расскажи мне свою,1,0.0
29510,3,сегодня зима и мы стали пришли на выставку,1,0.0
29511,3,сегодня зима и мы с олей пришли на выставку и говорю в микрофон,1,0.0
29512,3,сердце начало вещей,1,0.0
29513,3,сделал для хип,1,0.0
29514,3,секта,1,0.0
29515,3,связано,1,0.0
29516,3,себя приди ко мне,1,0.0
29517,3,связной,1,0.0
29518,3,святого года,1,0.0
29519,3,сдавать,1,0.0
29520,3,сделал,1,0.0
29521,3,сделал для,1,0.0
29522,3,сделать проект,1,0.0
29523,3,сегодня засну,1,0.0
29524,3,сдох,1,0.0
29525,3,сдохнуть,1,0.0
29526,3,себя,1,0.0
29527,3,себя приди,1,0.0
29528,3,севере была золото,1,0.0
29529,3,секс или,1,0.0
29530,3,сегодня встал,1,0.0
29531,3,сегодня встала очень рано,1,0.0
29532,3,росмолодежь,1,0.0
29533,3,россия великая наша,1,0.0
29534,3,ты будешь просто звездой,1,0.0
29535,3,смешариков девочек,1,0.0
29536,3,тебе нас нет,1,0.0
29537,3,тебе не надоело,1,0.0
29538,3,тебе нужно смотреть,1,0.0
29539,3,станция,1,0.0
29540,3,стало,1,0.0
29541,3,скажи очень много слов,1,0.0
29542,3,смешарики,1,0.0
29543,3,слушает,1,0.0
29544,3,слушай рок,1,0.0
29545,3,слышать,1,0.0
29546,3,слышим,1,0.0
29547,3,слышно,1,0.0
29548,3,слышу,1,0.0
29549,3,слышь,1,0.0
29550,3,смертные,1,0.0
29551,3,смерть смерть,1,0.0
29552,3,смерть это,1,0.0
29553,3,смешарик,1,0.0
29554,3,смешариков,1,0.0
29555,3,тебе нас не победить,1,0.0
29556,3,тебе здесь,1,0.0
29557,3,твою,1,0.0
29558,3,татаринцев банк,1,0.0
29559,3,тебе письмо,1,0.0
29560,3,тебе от,1,0.0
29561,3,танцы спб,1,0.0
29562,3,тарас и медведь,1,0.0
29563,3,тарас молодец,1,0.0
29564,3,тарас примеры,1,0.0
29565,3,татарин,1,0.0
29566,3,татаринцев one,1,0.0
29567,3,татаринцев субанкулов,1,0.0
29568,3,творожок творожок ворог,1,0.0
29569,3,твари,1,0.0
29570,3,твое,1,0.0
29571,3,твое произведение,1,0.0
29572,3,твоему голосу,1,0.0
29573,3,твои коло,1,0.0
29574,3,твои колокола,1,0.0
29575,3,твори,1,0.0
29576,3,творожок творожок,1,0.0
29577,3,словно птица,1,0.0
29578,3,смешариков дела,1,0.0
29579,3,россия великая наша держава,1,0.0
29580,3,смешариков делать,1,0.0
29581,3,сколько стоит шапка,1,0.0
29582,3,скоро в,1,0.0
29583,3,словарь,1,0.0
29584,3,скоро в кино,1,0.0
29585,3,скоро в кинотеатрах,1,0.0
29586,3,скоро лето скачать,1,0.0
29587,3,скоро ли,1,0.0
29588,3,скоро рассвет,1,0.0
29589,3,скрыла,1,0.0
29590,3,скрыла пелена,1,0.0
29591,3,скучно,1,0.0
29592,3,следующую комнату,1,0.0
29593,3,слишком медленно сейчас уйду,1,0.0
29594,3,слов ты сможешь,1,0.0
29595,3,со мной на пикник,1,0.0
29596,3,путина,1,0.0
29597,3,со старухой,1,0.0
29598,3,спасибо за цветы,1,0.0
29599,3,собаки,1,0.0
29600,3,сколько стоит shop,1,0.0
29601,3,сколько стоит,1,0.0
29602,3,сколько лет,1,0.0
29603,3,слово,1,0.0
29604,3,смотреть на старые,1,0.0
29605,3,смотреть следующую комнату,1,0.0
29606,3,смотреть следующую комнату музыки и девушка,1,0.0
29607,3,смотреть следующую комнату языке,1,0.0
29608,3,смотри видишь много,1,0.0
29609,3,смотрит,1,0.0
29610,3,смотрю тебе,1,0.0
29611,3,со,1,0.0
29612,3,словно,1,0.0
29613,3,скипер,1,0.0
29614,3,сталинград lancer 9,1,0.0
29615,3,сколько стоит шапка элины,1,0.0
29616,3,скажи свой голос,1,0.0
29617,3,скажи ты,1,0.0
29618,3,скажи что,1,0.0
29619,3,сказала скажи,1,0.0
29620,3,сказать что нибудь,1,0.0
29621,3,сказать что-нибудь,1,0.0
29622,3,тебе солнце,1,0.0
29623,3,текстом,1,0.0
29624,3,только это,1,0.0
29625,3,только так,1,0.0
29626,3,сюда надо говорить,1,0.0
29627,3,т******,1,0.0
29628,3,т****** тетю,1,0.0
29629,3,тает,1,0.0
29630,3,тазобедренного,1,0.0
29631,3,такая да,1,0.0
29632,3,такие слова,1,0.0
29633,3,такое инсталляция,1,0.0
29634,3,такое письмо,1,0.0
29635,3,сунул грека,1,0.0
29636,3,сумасшедший,1,0.0
29637,3,стандарт вакансии,1,0.0
29638,3,страны смотреть,1,0.0
29639,3,станция свобода 2,1,0.0
29640,3,станция свобода движения,1,0.0
29641,3,старик,1,0.0
29642,3,старухой,1,0.0
29643,3,страна шоколада,1,0.0
29644,3,странно,1,0.0
29645,3,сюда надо,1,0.0
29646,3,сюда кошта,1,0.0
29647,3,сунул,1,0.0
29648,3,сустава,1,0.0
29649,3,россия великая наша держава россия,1,0.0
29650,3,россия великая наша держава россия великая,1,0.0
29651,3,рост,1,0.0
29652,3,скажи дима,1,0.0
29653,3,скажи мне,1,0.0
29654,3,скажи о чем,1,0.0
29655,3,сын принцессы,1,0.0
29656,3,сунул грека руку,1,0.0
29657,3,суши,1,0.0
29658,3,сэр,1,0.0
29659,3,счастливой,1,0.0
29660,3,счастливым,1,0.0
29661,3,счастья нет,1,0.0
29662,3,съежилась,1,0.0
29663,3,съездил,1,0.0
29664,3,съездила,1,0.0
29665,3,съездила как,1,0.0
29666,3,сын принца,1,0.0
29667,3,странно смотреть на это да не говори ничего,1,0.0
29668,3,странное,1,0.0
29669,3,странный,1,0.0
29670,3,танцуют,1,0.0
29671,3,теперь я буду разговаривать с тобой только так,1,0.0
29672,3,терабайт,1,0.0
29673,3,теребонькай,1,0.0
29674,3,тигран тебе,1,0.0
29675,3,тимуров,1,0.0
29676,3,тлен,1,0.0
29677,3,тленья убежит,1,0.0
29678,3,то что мы,1,0.0
29679,3,то что мы говорим,1,0.0
29680,3,темно,1,0.0
29681,3,то что мы говорим ты будешь контролировать,1,0.0
29682,3,то что мы говорим ты будешь контролировать нашу планету,1,0.0
29683,3,тобой,1,0.0
29684,3,той,1,0.0
29685,3,только быстро,1,0.0
29686,3,только клей,1,0.0
29687,3,только клип,1,0.0
29688,3,только смерть,1,0.0
29689,3,теперь,1,0.0
29690,3,телом,1,0.0
29691,3,странный голос,1,0.0
29692,3,страшные страшные,1,0.0
29693,3,страны,1,0.0
29694,3,страны смотреть на youtube,1,0.0
29695,3,суда,1,0.0
29696,3,страны смотреть на это,1,0.0
29697,3,страх,1,0.0
29698,3,страшная,1,0.0
29699,3,страшная страшная,1,0.0
29700,3,страшные кошмарные ужасные,1,0.0
29701,3,стрела амура,1,0.0
29702,3,телку,1,0.0
29703,3,стреляй стреляй,1,0.0
29704,3,строгановку,1,0.0
29705,3,студеную,1,0.0
29706,3,субанкулов,1,0.0
29707,3,такой,1,0.0
29708,3,там и там это,1,0.0
29709,3,танк,1,0.0
29710,3,то,1,0.0
29711,3,с софтом,1,0.0
29712,3,с рифмой я люблю,1,0.0
29713,3,с рифмой я,1,0.0
29714,3,шампунь,1,0.0
29715,3,это было,1,0.0
29716,3,это время,1,0.0
29717,3,это да не,1,0.0
29718,3,это да не говори,1,0.0
29719,3,это да не говори ничего,1,0.0
29720,3,это любовь,1,0.0
29721,3,это наш,1,0.0
29722,3,это наша,1,0.0
29723,3,это не,1,0.0
29724,3,это не для тебя,1,0.0
29725,3,это не конец,1,0.0
29726,3,эдик саша,1,0.0
29727,3,шуманит,1,0.0
29728,3,это не работа это значит что такое system,1,0.0
29729,3,шаурма было вкусно,1,0.0
29730,3,шаланды полные кефали в одессу костя приводил и все биндюжники вставали когда я вам не скажу за всю одессу вся одесса очень велика обожаю,1,0.0
29731,3,шаман,1,0.0
29732,3,шампанского,1,0.0
29733,3,шампанское шампанского,1,0.0
29734,3,эдик,1,0.0
29735,3,это 7,1,0.0
29736,3,эндопротезирование тазобедренного,1,0.0
29737,3,эссе,1,0.0
29738,3,ты повторяешь,1,0.0
29739,3,ты повторяешь за мной,1,0.0
29740,3,ты повторяешься,1,0.0
29741,3,ты помни,1,0.0
29742,3,ты прекрасна,1,0.0
29743,3,цап,1,0.0
29744,3,цветок лилия,1,0.0
29745,3,работает или нет,1,0.0
29746,3,эдик саша с,1,0.0
29747,3,элон маск,1,0.0
29748,3,эдик саша с новым,1,0.0
29749,3,экономист,1,0.0
29750,3,экономисты,1,0.0
29751,3,экранизации,1,0.0
29752,3,электричек,1,0.0
29753,3,элины,1,0.0
29754,3,эллаи,1,0.0
29755,3,эллаи маша любовь,1,0.0
29756,3,шампанское шампанское,1,0.0
29757,3,шапка,1,0.0
29758,3,с рифмой,1,0.0
29759,3,шапка 1,1,0.0
29760,3,я быстрее,1,0.0
29761,3,я вам не скажу,1,0.0
29762,3,я вижу тебя,1,0.0
29763,3,я впечатлен,1,0.0
29764,3,я вызываю,1,0.0
29765,3,я говорю,1,0.0
29766,3,я гуляю,1,0.0
29767,3,я девочка и апрель,1,0.0
29768,3,я еду,1,0.0
29769,3,я знаю что ты знаешь,1,0.0
29770,3,юриспруденция,1,0.0
29771,3,я знаю что ты знаешь что я знаю что ты знаешь,1,0.0
29772,3,я знаю что я,1,0.0
29773,3,я из лесу,1,0.0
29774,3,я из лесу вышел,1,0.0
29775,3,я класс,1,0.0
29776,3,я классный,1,0.0
29777,3,я люблю аню,1,0.0
29778,3,я люблю ее,1,0.0
29779,3,я будущий,1,0.0
29780,3,я буду,1,0.0
29781,3,я знаю что ты,1,0.0
29782,3,шла,1,0.0
29783,3,шаурма,1,0.0
29784,3,шаурма была вкусная,1,0.0
29785,3,шаурма было,1,0.0
29786,3,шелуха,1,0.0
29787,3,шум,1,0.0
29788,3,шик шик шик,1,0.0
29789,3,шимпанзе,1,0.0
29790,3,шипку,1,0.0
29791,3,шла саша,1,0.0
29792,3,цвету наших звездах,1,0.0
29793,3,шлем,1,0.0
29794,3,шлюз,1,0.0
29795,3,шлюхами,1,0.0
29796,3,шоколадно,1,0.0
29797,3,шоколадном,1,0.0
29798,3,шоссе,1,0.0
29799,3,это не люди,1,0.0
29800,3,это не я,1,0.0
29801,3,ты пидр,1,0.0
29802,3,ты один из нас пока ты не погас,1,0.0
29803,3,ты один из нас пока,1,0.0
29804,3,ты один из нас,1,0.0
29805,3,троицкий 5 троицкий,1,0.0
29806,3,троицкий троицкий,1,0.0
29807,3,троицкое,1,0.0
29808,3,трутни,1,0.0
29809,3,ту ту ту,1,0.0
29810,3,ты будешь контроль,1,0.0
29811,3,ту тудуду,1,0.0
29812,3,тубе,1,0.0
29813,3,тудуду,1,0.0
29814,3,тумане,1,0.0
29815,3,турунен,1,0.0
29816,3,тут,1,0.0
