Pattern,#SUP:
normal -1 but -1 youre -1 too -1 busy -1 listening -1 to -1 bitches -1 who -1 ,1.0
want -1 me -1 to -1 bend -1 my -1 rules -1 ,1.0
want -1 me -1 to -1 bend -1 my -1 rules -1 for -1 ,1.0
keep -1 your -1 head -1 on -1 your -1 shoulders -1 youll -1 do -1 ,1.0
normal -1 but -1 youre -1 too -1 busy -1 listening -1 to -1 bitches -1 who -1 need -1 prozac -1 to -1 ,1.0
you -1 to -1 return -1 to -1 santo -1 domingo -1 or -1 any -1 ,1.0
am -1 not -1 willing -1 to -1 have -1 on -1 my -1 conscience -1 the -1 loss -1 ,1.0
he -1 not -1 choose -1 a -1 carpenters -1 son -1 to -1 reveal -1 himself -1 to -1 ,1.0
i -1 will -1 not -1 be -1 your -1 ,1.0
that -1 the -1 men -1 of -1 this -1 fine -1 institution -1 are -1 ,1.0
am -1 not -1 willing -1 to -1 have -1 on -1 my -1 conscience -1 the -1 loss -1 of -1 ,1.0
that -1 the -1 men -1 of -1 this -1 fine -1 institution -1 are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 ,1.0
that -1 the -1 men -1 of -1 this -1 fine -1 institution -1 are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 ,1.0
gay -1 cruise -1 line -1 but -1 ill -1 ,1.0
a -1 little -1 hypocrisy -1 goes -1 ,1.0
that -1 the -1 men -1 of -1 this -1 fine -1 institution -1 are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 with -1 william -1 shakespeare -1 ,1.0
i -1 will -1 not -1 be -1 your -1 servant -1 ,1.0
that -1 the -1 men -1 of -1 this -1 fine -1 institution -1 are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 with -1 william -1 shakespeare -1 is -1 beyond -1 the -1 scope -1 of -1 ,1.0
how -1 to -1 say -1 that -1 though -1 ,1.0
you -1 wouldve -1 let -1 me -1 go -1 out -1 with -1 him -1 instead -1 of -1 helping -1 daddy -1 hold -1 me -1 hostage -1 ,1.0
leto -1 in -1 one -1 of -1 her -1 drawers -1 so -1 im -1 pretty -1 ,1.0
leto -1 in -1 one -1 of -1 her -1 drawers -1 so -1 im -1 pretty -1 sure -1 shes -1 ,1.0
my -1 council -1 said -1 no -1 ,1.0
shes -1 not -1 allowed -1 to -1 date -1 ,1.0
to -1 any -1 boys -1 unless -1 your -1 sister -1 ,1.0
say -1 do -1 what -1 you -1 wanna -1 do -1 ,1.0
want -1 me -1 to -1 climb -1 ,1.0
and -1 the -1 benefits -1 package -1 is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 ,1.0
and -1 the -1 benefits -1 package -1 is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 ,1.0
and -1 the -1 benefits -1 package -1 is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 ,1.0
and -1 the -1 benefits -1 package -1 is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 ,1.0
ive -1 just -1 been -1 going -1 over -1 ,1.0
and -1 the -1 benefits -1 package -1 is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 it -1 that -1 youre -1 ,1.0
show -1 fodder -1 and -1 entering -1 the -1 world -1 of -1 those -1 who -1 ,1.0
he -1 can -1 come -1 to -1 ,1.0
but -1 santangel -1 tells -1 me -1 you -1 ,1.0
of -1 alcatraz -1 he -1 seems -1 like -1 he -1 thrives -1 on -1 danger -1 what -1 makes -1 you -1 ,1.0
but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 with -1 william -1 shakespeare -1 is -1 beyond -1 the -1 scope -1 of -1 normal -1 ,1.0
but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 with -1 william -1 shakespeare -1 is -1 beyond -1 the -1 scope -1 of -1 normal -1 teenage -1 obsessions -1 ,1.0
took -1 bathes -1 together -1 when -1 we -1 were -1 ,1.0
i -1 know -1 is -1 id -1 give -1 up -1 my -1 private -1 line -1 to -1 go -1 out -1 with -1 a -1 ,1.0
when -1 she -1 started -1 high -1 school -1 then -1 it -1 was -1 just -1 like -1 she -1 got -1 sick -1 ,1.0
took -1 bathes -1 together -1 when -1 we -1 ,1.0
i -1 know -1 is -1 id -1 give -1 up -1 my -1 private -1 line -1 to -1 go -1 out -1 with -1 a -1 guy -1 ,1.0
lawrence -1 is -1 on -1 the -1 other -1 ,1.0
a -1 parent -1 thats -1 my -1 right -1 ,1.0
i -1 wasnt -1 in -1 jail -1 i -1 dont -1 know -1 marilyn -1 manson -1 and -1 ,1.0
take -1 fernando -1 and -1 diego -1 ,1.0
realize -1 that -1 the -1 men -1 of -1 this -1 fine -1 institution -1 are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 ,1.0
i -1 wasnt -1 in -1 jail -1 i -1 dont -1 know -1 marilyn -1 manson -1 and -1 ive -1 never -1 ,1.0
a -1 parent -1 thats -1 my -1 right -1 because -1 youre -1 making -1 decisions -1 ,1.0
realize -1 that -1 the -1 men -1 of -1 this -1 fine -1 institution -1 are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 with -1 william -1 ,1.0
a -1 parent -1 thats -1 my -1 right -1 because -1 youre -1 making -1 decisions -1 for -1 ,1.0
realize -1 that -1 the -1 men -1 of -1 this -1 fine -1 institution -1 are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 with -1 william -1 shakespeare -1 is -1 beyond -1 the -1 scope -1 ,1.0
i -1 wasnt -1 in -1 jail -1 i -1 dont -1 know -1 marilyn -1 manson -1 and -1 ive -1 never -1 slept -1 with -1 a -1 spice -1 girl -1 ,1.0
realize -1 that -1 the -1 men -1 of -1 this -1 fine -1 institution -1 are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 with -1 william -1 shakespeare -1 is -1 beyond -1 the -1 scope -1 of -1 ,1.0
you -1 forget -1 for -1 just -1 one -1 night -1 that -1 youre -1 ,1.0
a -1 complete -1 fruitloop -1 or -1 is -1 it -1 just -1 me -1 ,1.0
act -1 like -1 youre -1 too -1 ,1.0
but -1 im -1 a -1 firm -1 believer -1 in -1 doing -1 something -1 for -1 ,1.0
but -1 im -1 a -1 firm -1 believer -1 in -1 doing -1 something -1 for -1 your -1 own -1 reasons -1 not -1 ,1.0
pinzon -1 pinzon -1 all -1 we -1 ,1.0
and -1 states -1 often -1 make -1 use -1 of -1 them -1 when -1 it -1 benefits -1 them -1 ,1.0
and -1 states -1 often -1 make -1 use -1 of -1 them -1 when -1 it -1 benefits -1 ,1.0
down -1 and -1 youll -1 go -1 to -1 sleep -1 i -1 just -1 ,1.0
pinzon -1 pinzon -1 all -1 we -1 can -1 do -1 now -1 is -1 ,1.0
practically -1 proposed -1 when -1 he -1 ,1.0
down -1 and -1 youll -1 go -1 to -1 sleep -1 i -1 just -1 need -1 to -1 lie -1 down -1 for -1 awhile -1 ,1.0
bianca -1 i -1 need -1 to -1 talk -1 ,1.0
what -1 did -1 they -1 say -1 about -1 granada -1 ,1.0
a -1 carpenters -1 son -1 to -1 reveal -1 himself -1 ,1.0
know -1 we -1 were -1 attempting -1 to -1 go -1 to -1 a -1 small -1 ,1.0
that -1 you -1 are -1 in -1 no -1 position -1 to -1 bargain -1 with -1 ,1.0
know -1 we -1 were -1 attempting -1 to -1 go -1 to -1 a -1 small -1 study -1 group -1 of -1 friends -1 ,1.0
information -1 on -1 miss -1 katarina -1 stratford -1 i -1 think -1 ,1.0
care -1 if -1 i -1 die -1 i -1 told -1 you -1 why -1 re -1 ,1.0
yeah -1 but -1 these -1 guys -1 ,1.0
enemy -1 think -1 hes -1 orchestrating -1 the -1 ,1.0
their -1 mothers -1 liked -1 guys -1 like -1 that -1 and -1 their -1 grandmothers -1 before -1 them -1 ,1.0
the -1 dark -1 so -1 i -1 cant -1 ,1.0
care -1 if -1 i -1 die -1 i -1 told -1 you -1 why -1 re -1 you -1 ,1.0
well -1 no -1 you -1 never -1 ,1.0
well -1 no -1 you -1 never -1 wanted -1 to -1 ,1.0
well -1 no -1 you -1 never -1 wanted -1 to -1 go -1 ,1.0
well -1 no -1 you -1 never -1 wanted -1 to -1 go -1 out -1 with -1 me -1 ,1.0
well -1 no -1 you -1 never -1 wanted -1 to -1 go -1 out -1 with -1 me -1 did -1 you -1 ,1.0
beautiful -1 last -1 night -1 you -1 know -1 ,1.0
senor -1 colon -1 that -1 you -1 are -1 ,1.0
conversation -1 have -1 a -1 purpose -1 ,1.0
you -1 could -1 find -1 one -1 because -1 then -1 id -1 ,1.0
never -1 fan -1 of -1 a -1 ,1.0
you -1 could -1 find -1 one -1 because -1 then -1 id -1 have -1 ,1.0
you -1 could -1 find -1 one -1 because -1 then -1 id -1 have -1 to -1 start -1 taking -1 ,1.0
you -1 could -1 find -1 one -1 because -1 then -1 id -1 have -1 to -1 start -1 taking -1 out -1 girls -1 ,1.0
up -1 and -1 show -1 you -1 ,1.0
i -1 believe -1 heinous -1 bitch -1 is -1 the -1 ,1.0
i -1 have -1 the -1 potential -1 to -1 ,1.0
i -1 have -1 the -1 potential -1 to -1 smack -1 the -1 ,1.0
i -1 have -1 the -1 potential -1 to -1 smack -1 the -1 crap -1 out -1 of -1 ,1.0
i -1 have -1 the -1 potential -1 to -1 smack -1 the -1 crap -1 out -1 of -1 you -1 ,1.0
i -1 have -1 the -1 potential -1 to -1 smack -1 the -1 crap -1 out -1 of -1 you -1 if -1 you -1 dont -1 ,1.0
i -1 believe -1 heinous -1 bitch -1 is -1 the -1 term -1 used -1 most -1 ,1.0
i -1 have -1 the -1 potential -1 to -1 smack -1 the -1 crap -1 out -1 of -1 you -1 if -1 you -1 dont -1 get -1 out -1 of -1 my -1 ,1.0
normal -1 but -1 youre -1 too -1 busy -1 listening -1 ,1.0
we -1 were -1 officially -1 opposed -1 to -1 suburban -1 social -1 ,1.0
i -1 have -1 the -1 potential -1 to -1 smack -1 the -1 crap -1 out -1 of -1 you -1 if -1 you -1 dont -1 get -1 out -1 of -1 ,1.0
thought -1 we -1 were -1 officially -1 opposed -1 to -1 suburban -1 social -1 activity -1 ,1.0
the -1 chief -1 if -1 he -1 ,1.0
of -1 your -1 prophet -1 now -1 don -1 sanchez -1 ,1.0
pleasure -1 of -1 your -1 company -1 ,1.0
dont -1 make -1 me -1 do -1 it -1 man -1 ,1.0
to -1 sleep -1 i -1 just -1 need -1 ,1.0
dont -1 make -1 me -1 do -1 it -1 man -1 gigglepuss -1 is -1 playing -1 there -1 tomorrow -1 ,1.0
is -1 cameron -1 im -1 at -1 the -1 mercy -1 of -1 a -1 particularly -1 hideous -1 breed -1 of -1 ,1.0
is -1 cameron -1 im -1 at -1 the -1 mercy -1 of -1 a -1 particularly -1 hideous -1 breed -1 of -1 loser -1 ,1.0
the -1 shots -1 and -1 while -1 hes -1 busy -1 setting -1 up -1 ,1.0
the -1 shots -1 and -1 while -1 hes -1 busy -1 setting -1 up -1 the -1 plan -1 you -1 ,1.0
the -1 shots -1 and -1 while -1 hes -1 busy -1 setting -1 up -1 the -1 plan -1 ,1.0
to -1 sleep -1 i -1 just -1 need -1 to -1 lie -1 down -1 for -1 ,1.0
to -1 have -1 on -1 my -1 conscience -1 the -1 loss -1 of -1 men -1 who -1 would -1 have -1 relied -1 upon -1 ,1.0
among -1 the -1 nobles -1 a -1 fault -1 for -1 the -1 rest -1 ,1.0
fruitloop -1 or -1 is -1 it -1 ,1.0
fruitloop -1 or -1 is -1 it -1 just -1 me -1 ,1.0
while -1 hes -1 busy -1 setting -1 up -1 ,1.0
while -1 hes -1 busy -1 setting -1 up -1 the -1 plan -1 ,1.0
youre -1 too -1 good -1 for -1 any -1 of -1 this -1 and -1 then -1 you -1 go -1 totally -1 apeshit -1 when -1 you -1 get -1 here -1 ,1.0
of -1 dignity -1 and -1 even -1 the -1 ,1.0
want -1 me -1 to -1 wait -1 ,1.0
more -1 than -1 six -1 or -1 ,1.0
wouldnt -1 approve -1 of -1 that -1 ,1.0
while -1 hes -1 busy -1 setting -1 up -1 the -1 plan -1 you -1 have -1 time -1 to -1 woo -1 ,1.0
wouldnt -1 approve -1 of -1 that -1 that -1 start -1 a -1 ,1.0
her -1 sister -1 until -1 that -1 one -1 ,1.0
her -1 sister -1 until -1 that -1 one -1 gets -1 a -1 ,1.0
i -1 wont -1 even -1 be -1 ,1.0
better -1 i -1 prefer -1 to -1 think -1 of -1 it -1 simply -1 as -1 ,1.0
could -1 find -1 kat -1 a -1 boyfriend -1 thats -1 a -1 ,1.0
you -1 exposed -1 yourself -1 to -1 a -1 group -1 of -1 freshmen -1 ,1.0
better -1 i -1 prefer -1 to -1 think -1 of -1 it -1 simply -1 as -1 an -1 alternative -1 to -1 ,1.0
from -1 someone -1 whose -1 diary -1 is -1 devoted -1 to -1 favorite -1 grooming -1 ,1.0
live -1 with -1 a -1 woman -1 id -1 ,1.0
you -1 really -1 thought -1 i -1 could -1 make -1 my -1 own -1 decisions -1 you -1 wouldve -1 ,1.0
you -1 really -1 thought -1 i -1 could -1 make -1 my -1 own -1 decisions -1 you -1 wouldve -1 let -1 me -1 ,1.0
live -1 with -1 a -1 woman -1 id -1 love -1 ,1.0
so -1 i -1 heard -1 there -1 ,1.0
benefits -1 package -1 is -1 pretty -1 good -1 you -1 ,1.0
you -1 really -1 thought -1 i -1 could -1 make -1 my -1 own -1 decisions -1 you -1 wouldve -1 let -1 me -1 go -1 out -1 with -1 him -1 instead -1 of -1 helping -1 daddy -1 ,1.0
you -1 really -1 thought -1 i -1 could -1 make -1 my -1 own -1 decisions -1 you -1 wouldve -1 let -1 me -1 go -1 out -1 with -1 him -1 instead -1 of -1 helping -1 daddy -1 hold -1 ,1.0
instructor -1 you -1 know -1 chastity -1 ,1.0
said -1 she -1 would -1 take -1 granada -1 ,1.0
said -1 she -1 would -1 take -1 granada -1 from -1 ,1.0
said -1 she -1 would -1 take -1 granada -1 from -1 the -1 moors -1 ,1.0
the -1 party -1 but -1 you -1 always -1 seemed -1 to -1 be -1 occupied -1 ,1.0
are -1 in -1 no -1 position -1 ,1.0
what -1 i -1 think -1 is -1 ,1.0
lie -1 down -1 and -1 youll -1 go -1 to -1 sleep -1 i -1 ,1.0
lie -1 down -1 and -1 youll -1 go -1 to -1 sleep -1 i -1 just -1 need -1 to -1 ,1.0
lie -1 down -1 and -1 youll -1 go -1 to -1 sleep -1 i -1 just -1 need -1 to -1 lie -1 ,1.0
an -1 art -1 instructor -1 you -1 know -1 chastity -1 ,1.0
lie -1 down -1 and -1 youll -1 go -1 to -1 sleep -1 i -1 just -1 need -1 to -1 lie -1 down -1 for -1 awhile -1 ,1.0
the -1 loss -1 of -1 such -1 a -1 potential -1 opportunity -1 for -1 spain -1 for -1 a -1 dispute -1 over -1 ,1.0
take -1 granada -1 from -1 the -1 ,1.0
get -1 to -1 know -1 her -1 dazzle -1 her -1 with -1 ,1.0
no -1 more -1 than -1 750 -1 leagues -1 west -1 of -1 the -1 canary -1 ,1.0
your -1 eminence -1 unfortunately -1 don -1 colon -1 that -1 is -1 precisely -1 where -1 our -1 opinions -1 differ -1 are -1 you -1 familiar -1 with -1 ,1.0
something -1 no -1 one -1 else -1 ,1.0
prefer -1 to -1 think -1 of -1 it -1 simply -1 as -1 an -1 alternative -1 ,1.0
only -1 god -1 knows -1 the -1 meaning -1 ,1.0
prefer -1 to -1 think -1 of -1 it -1 simply -1 as -1 an -1 alternative -1 to -1 what -1 the -1 law -1 ,1.0
about -1 it -1 who -1 is -1 she -1 ,1.0
and -1 then -1 tell -1 me -1 something -1 i -1 ,1.0
oh -1 my -1 god -1 does -1 ,1.0
if -1 kats -1 not -1 going -1 youre -1 not -1 ,1.0
you -1 must -1 know -1 we -1 were -1 ,1.0
the -1 type -1 that -1 would -1 ,1.0
i -1 need -1 any -1 social -1 advice -1 from -1 you -1 ,1.0
god -1 knows -1 the -1 meaning -1 of -1 ,1.0
i -1 need -1 any -1 social -1 advice -1 from -1 you -1 right -1 ,1.0
so -1 what -1 s -1 up -1 with -1 ,1.0
go -1 totally -1 apeshit -1 when -1 ,1.0
try -1 to -1 remember -1 that -1 marchena -1 two -1 minutes -1 ,1.0
you -1 and -1 that -1 thug -1 are -1 obviously -1 failing -1 ,1.0
to -1 my -1 grandma -1 on -1 ,1.0
attempting -1 to -1 go -1 to -1 a -1 ,1.0
this -1 whole -1 thing -1 up -1 so -1 cameron -1 can -1 get -1 the -1 girl -1 ,1.0
attempting -1 to -1 go -1 to -1 a -1 small -1 ,1.0
attempting -1 to -1 go -1 to -1 a -1 small -1 study -1 group -1 of -1 ,1.0
for -1 the -1 tux -1 get -1 her -1 to -1 ,1.0
pegged -1 for -1 a -1 gigglepuss -1 fan -1 ,1.0
because -1 youre -1 making -1 decisions -1 ,1.0
with -1 him -1 instead -1 of -1 helping -1 ,1.0
but -1 ill -1 be -1 like -1 wearing -1 ,1.0
funny -1 youre -1 the -1 only -1 ,1.0
a -1 book -1 and -1 sit -1 around -1 listening -1 to -1 chicks -1 who -1 cant -1 play -1 ,1.0
majesty -1 some -1 men -1 are -1 ,1.0
can -1 t -1 go -1 if -1 kat -1 doesnt -1 go -1 ,1.0
majesty -1 some -1 men -1 are -1 content -1 ,1.0
majesty -1 some -1 men -1 are -1 content -1 to -1 ,1.0
a -1 blowdryer -1 without -1 the -1 diffuser -1 ,1.0
can -1 t -1 go -1 if -1 kat -1 doesnt -1 go -1 listen -1 i -1 want -1 to -1 talk -1 to -1 you -1 about -1 ,1.0
can -1 t -1 go -1 if -1 kat -1 doesnt -1 go -1 listen -1 i -1 want -1 to -1 talk -1 to -1 you -1 about -1 the -1 ,1.0
some -1 asshole -1 paid -1 me -1 to -1 take -1 out -1 a -1 really -1 ,1.0
some -1 asshole -1 paid -1 me -1 to -1 take -1 out -1 a -1 really -1 great -1 ,1.0
out -1 girls -1 who -1 like -1 me -1 ,1.0
keep -1 me -1 locked -1 away -1 in -1 the -1 dark -1 so -1 i -1 cant -1 experience -1 anything -1 for -1 myself -1 i -1 guess -1 ,1.0
keep -1 me -1 locked -1 away -1 in -1 the -1 dark -1 so -1 i -1 cant -1 experience -1 anything -1 for -1 myself -1 i -1 guess -1 i -1 thought -1 ,1.0
keep -1 me -1 locked -1 away -1 in -1 the -1 dark -1 so -1 i -1 cant -1 experience -1 anything -1 for -1 myself -1 i -1 guess -1 i -1 thought -1 i -1 was -1 protecting -1 ,1.0
keep -1 me -1 locked -1 away -1 in -1 the -1 dark -1 so -1 i -1 cant -1 experience -1 anything -1 for -1 myself -1 i -1 guess -1 i -1 thought -1 i -1 was -1 protecting -1 you -1 ,1.0
taken -1 you -1 away -1 from -1 me -1 i -1 can -1 arrange -1 for -1 ,1.0
taken -1 you -1 away -1 from -1 me -1 i -1 can -1 arrange -1 for -1 the -1 queen -1 to -1 ,1.0
taken -1 you -1 away -1 from -1 me -1 i -1 can -1 arrange -1 for -1 the -1 queen -1 to -1 take -1 fernando -1 ,1.0
taken -1 you -1 away -1 from -1 me -1 i -1 can -1 arrange -1 for -1 the -1 queen -1 to -1 take -1 fernando -1 and -1 diego -1 ,1.0
taken -1 you -1 away -1 from -1 me -1 i -1 can -1 arrange -1 for -1 the -1 queen -1 to -1 take -1 fernando -1 and -1 diego -1 into -1 her -1 ,1.0
boy -1 a -1 pleasure -1 to -1 teach -1 ,1.0
shakespeare -1 is -1 beyond -1 the -1 scope -1 of -1 normal -1 teenage -1 obsessions -1 ,1.0
i -1 would -1 really -1 deplore -1 the -1 loss -1 of -1 such -1 a -1 potential -1 opportunity -1 for -1 ,1.0
would -1 you -1 mind -1 getting -1 me -1 a -1 ,1.0
are -1 sometimes -1 frightening -1 christopher -1 ,1.0
boy -1 a -1 pleasure -1 to -1 teach -1 but -1 so -1 serious -1 brothers -1 should -1 be -1 ,1.0
i -1 would -1 really -1 deplore -1 the -1 loss -1 of -1 such -1 a -1 potential -1 opportunity -1 for -1 spain -1 for -1 a -1 dispute -1 over -1 a -1 point -1 ,1.0
you -1 know -1 these -1 guys -1 are -1 no -1 bikini -1 kill -1 ,1.0
boy -1 a -1 pleasure -1 to -1 teach -1 but -1 so -1 ,1.0
you -1 know -1 these -1 guys -1 are -1 no -1 bikini -1 kill -1 or -1 the -1 raincoats -1 but -1 theyre -1 ,1.0
of -1 those -1 who -1 need -1 ,1.0
spent -1 a -1 year -1 sitting -1 ,1.0
my -1 conscience -1 the -1 loss -1 of -1 men -1 who -1 would -1 ,1.0
out -1 a -1 soft -1 side -1 ,1.0
my -1 conscience -1 the -1 loss -1 of -1 men -1 who -1 would -1 have -1 ,1.0
youd -1 forbid -1 me -1 to -1 go -1 since -1 gloria -1 steinem -1 over -1 there -1 isnt -1 going -1 ,1.0
gastrointestinal -1 display -1 but -1 just -1 ,1.0
theres -1 the -1 prestige -1 of -1 the -1 job -1 title -1 and -1 the -1 benefits -1 package -1 is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 it -1 that -1 youre -1 ,1.0
youd -1 forbid -1 me -1 to -1 go -1 since -1 gloria -1 steinem -1 over -1 there -1 isnt -1 going -1 otherwise -1 known -1 ,1.0
i -1 saw -1 you -1 there -1 ,1.0
bianca -1 still -1 lets -1 me -1 play -1 a -1 ,1.0
my -1 own -1 decisions -1 you -1 wouldve -1 let -1 me -1 ,1.0
voyage -1 should -1 not -1 take -1 more -1 than -1 six -1 or -1 seven -1 ,1.0
man -1 dont -1 say -1 shit -1 like -1 ,1.0
away -1 in -1 the -1 dark -1 so -1 i -1 cant -1 experience -1 anything -1 for -1 myself -1 i -1 guess -1 i -1 thought -1 i -1 was -1 protecting -1 you -1 ,1.0
your -1 prophet -1 now -1 don -1 sanchez -1 ,1.0
not -1 a -1 big -1 talker -1 are -1 you -1 ,1.0
to -1 have -1 a -1 big -1 tube -1 sock -1 ad -1 ,1.0
to -1 have -1 a -1 big -1 tube -1 sock -1 ad -1 coming -1 ,1.0
me -1 the -1 man -1 is -1 ,1.0
bianca -1 still -1 lets -1 me -1 play -1 a -1 few -1 innings -1 ,1.0
who -1 needs -1 affection -1 when -1 ive -1 got -1 blind -1 ,1.0
who -1 needs -1 affection -1 when -1 ive -1 got -1 blind -1 hatred -1 ,1.0
to -1 be -1 someone -1 im -1 ,1.0
little -1 busy -1 dont -1 make -1 me -1 do -1 it -1 man -1 gigglepuss -1 ,1.0
special -1 talent -1 for -1 making -1 friends -1 ,1.0
bonchowski -1 is -1 great -1 an -1 all -1 but -1 hes -1 not -1 ,1.0
people -1 can -1 hear -1 you -1 ,1.0
my -1 fault -1 we -1 didnt -1 have -1 a -1 proper -1 ,1.0
when -1 he -1 can -1 come -1 ,1.0
hes -1 not -1 a -1 hot -1 rod -1 ,1.0
my -1 fault -1 we -1 didnt -1 have -1 a -1 proper -1 introduction -1 forget -1 ,1.0
father -1 i -1 am -1 doing -1 what -1 i -1 think -1 is -1 the -1 best -1 for -1 him -1 ,1.0
then -1 id -1 have -1 to -1 start -1 taking -1 out -1 girls -1 who -1 like -1 ,1.0
then -1 id -1 have -1 to -1 start -1 taking -1 out -1 girls -1 who -1 ,1.0
i -1 mean -1 is -1 that -1 a -1 request -1 ,1.0
i -1 mean -1 is -1 that -1 a -1 request -1 or -1 a -1 ,1.0
i -1 want -1 to -1 talk -1 to -1 you -1 ,1.0
such -1 as -1 yourself -1 will -1 understand -1 our -1 ,1.0
father -1 i -1 am -1 doing -1 what -1 i -1 think -1 is -1 ,1.0
what -1 youre -1 supposed -1 to -1 do -1 ,1.0
bonchowski -1 is -1 great -1 an -1 all -1 but -1 hes -1 not -1 exactly -1 relevant -1 ,1.0
the -1 point -1 is -1 kat -1 people -1 perceive -1 you -1 as -1 somewhat -1 i -1 still -1 maintain -1 that -1 he -1 kicked -1 himself -1 in -1 ,1.0
talk -1 to -1 you -1 i -1 need -1 to -1 tell -1 you -1 can -1 we -1 ,1.0
guys -1 better -1 i -1 prefer -1 to -1 think -1 of -1 it -1 ,1.0
guys -1 better -1 i -1 prefer -1 to -1 think -1 of -1 it -1 simply -1 as -1 an -1 ,1.0
up -1 for -1 an -1 ad -1 for -1 ,1.0
in -1 love -1 with -1 me -1 ,1.0
guys -1 better -1 i -1 prefer -1 to -1 think -1 of -1 it -1 simply -1 as -1 an -1 alternative -1 to -1 what -1 the -1 law -1 allows -1 ,1.0
what -1 youre -1 supposed -1 to -1 do -1 at -1 a -1 ,1.0
father -1 i -1 am -1 doing -1 ,1.0
you -1 arent -1 stupid -1 and -1 ,1.0
got -1 her -1 under -1 control -1 ,1.0
interested -1 in -1 this -1 mans -1 proposition -1 your -1 eminence -1 i -1 cant -1 keep -1 ,1.0
thats -1 my -1 right -1 because -1 ,1.0
out -1 of -1 alcatraz -1 he -1 seems -1 ,1.0
interested -1 in -1 this -1 mans -1 proposition -1 your -1 eminence -1 i -1 cant -1 keep -1 my -1 eyes -1 off -1 you -1 ,1.0
as -1 naked -1 as -1 the -1 day -1 god -1 created -1 them -1 do -1 they -1 have -1 ,1.0
as -1 naked -1 as -1 the -1 day -1 god -1 created -1 them -1 do -1 they -1 ,1.0
you -1 dont -1 think -1 i -1 ,1.0
pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 ,1.0
pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 ,1.0
pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 ,1.0
eminence -1 unfortunately -1 don -1 colon -1 that -1 is -1 ,1.0
pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 ,1.0
pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 ,1.0
in -1 the -1 dark -1 so -1 i -1 cant -1 experience -1 anything -1 ,1.0
eminence -1 unfortunately -1 don -1 colon -1 that -1 is -1 precisely -1 where -1 our -1 opinions -1 ,1.0
pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 ,1.0
pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 it -1 that -1 youre -1 such -1 ,1.0
pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 it -1 that -1 youre -1 such -1 a -1 ,1.0
someone -1 i -1 think -1 might -1 be -1 how -1 is -1 ,1.0
gone -1 last -1 year -1 where -1 were -1 you -1 ,1.0
someone -1 i -1 think -1 might -1 be -1 how -1 is -1 our -1 little -1 find -1 the -1 ,1.0
